date/time,settlement id ,type ,order id,Sku,description ,quantity,marketplace ,fulfillment,order city ,order state ,order postal ,product sales ,shipping credits ,promotional rebates ,Total sales tax liable(GST before adjusting TCS),TCS-CGST,TCS-SGST,TCS-IGST,selling fees ,fba fees ,other transaction fees ,other ,total 
20-May-2018 5:30:28 AM GMT+00:00,10280094712,"Order
",408-7511664-5360355,DISPMAN1,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400063,355.36,58.04,0,49.6,0,0,0,-71.02,0,-5.9,0,386.08
20-May-2018 5:30:32 AM GMT+00:00,10280094712,"Order
",402-3693097-4165914,DISPMEN,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,CHANDIGARH,CHANDIGARH,160022,356.25,58.04,0,49.71,0,0,0,-71.18,0,-5.9,0,386.92
20-May-2018 6:49:29 PM GMT+00:00,10280094712,"Order
",407-0439930-0177941,AMANEEM-1,LOOFAH (PACK OF 10 PCS)100%NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,"Amazon
",JIND,HARYANA,126102,328.58,44.64,0,44.78,0,0,0,-13.03,-94.2,-17.7,0,293.07
21-May-2018 6:32:11 AM GMT+00:00,10280094712,"Shipping Services
",402-5322009-1829113,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
21-May-2018 6:32:11 AM GMT+00:00,10280094712,"Shipping Services
",406-1380595-3667531,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
21-May-2018 6:32:14 AM GMT+00:00,10280094712,"Shipping Services
",402-3851073-8541944,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
21-May-2018 6:32:14 AM GMT+00:00,10280094712,"Shipping Services
",405-4208336-4835545,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
21-May-2018 6:32:56 AM GMT+00:00,10280094712,"Order
",406-1380595-3667531,SCRTR,"(PACK OF 2) GOOD QUALITY Sisam Wood solid Back Scratcher 15"" Long Self-Massage Back Scratcher",1,amazon.in,Merchant,SALEM,TAMIL NADU,636004,230.36,58.04,0,34.6,0,0,0,-26.68,0,-5.9,0,290.42
21-May-2018 6:32:56 AM GMT+00:00,10280094712,"Order
",402-3851073-8541944,LUFA,LOOFA PACK OF 10 PCS 100% NATURAL RIDGE GOURD FIBER LOOFAH,1,amazon.in,Merchant,Mumbai,MAHARASHTRA,400036,266.96,58.04,0,39,0,0,0,-12.88,0,-5.9,0,345.22
21-May-2018 6:32:59 AM GMT+00:00,10280094712,"Order
",402-5322009-1829113,DISPMEN,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,PALGHAR,Maharashtra,401202,355.36,58.04,0,49.6,0,0,0,-71.02,0,-5.9,0,386.08
21-May-2018 6:33:01 AM GMT+00:00,10280094712,"Order
",405-4208336-4835545,LUFA,LOOFA PACK OF 10 PCS 100% NATURAL RIDGE GOURD FIBER LOOFAH,1,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400080,266.96,58.04,0,39,0,0,0,-12.88,0,-5.9,0,345.22
21-May-2018 6:36:49 AM GMT+00:00,10280094712,"Shipping Services
",407-7797255-8278749,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
21-May-2018 6:37:40 AM GMT+00:00,10280094712,"Order
",407-7797255-8278749,DISPOMEN,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,MYSURU,KARNATAKA,570003,355.36,58.04,0,49.6,0,0,0,-71.02,0,-5.9,0,386.08
21-May-2018 6:48:15 AM GMT+00:00,10280094712,"Order
",405-4643479-3385948,BIG LUFA,"LOOFAH (3 PCS)100% NATURAL RIDGE GOURD FIBER BIG SIZE 8""TO10"" INCH LONG(YOU CAN CUT IT AS PER YOUR REQUARMENT) &#x2022; Use with your favorite liquid",1,amazon.in,"Amazon
",delhi,DELHI,110034,266.96,0,0,32.04,0,0,0,-10.58,-40.12,-17.7,0,230.6
21-May-2018 9:03:08 AM GMT+00:00,10280094712,"Refund
",406-8759857-4483549,LOFA4,LOOFAH NATURAL FIBER (PACK OF 10 PCS)100%NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,Merchant,RANCHI,JHARKHAND,834001,-292.86,-58.04,0,-42.1,0,0,0,13.91,0,5.9,0,-373.19
21-May-2018 3:46:33 PM GMT+00:00,10280094712,"Refund
",405-7949178-8113116,LUFA,LOOFA PACK OF 10 PCS 100% NATURAL RIDGE GOURD FIBER LOOFAH,1,amazon.in,Merchant,NEW DELHI,DELHI,110019,-319.64,-58.04,0,-45.32,0,0,0,14.97,0,5.9,0,-402.13
21-May-2018 9:22:44 PM GMT+00:00,10280094712,"Adjustment
",406-6650802-0505143,AMANEEM-1,FBA Inventory Reimbursement - Customer Service Issue,1,,,,,,0,0,0,0,0,0,0,0,0,0,215.41,215.41
22-May-2018 4:59:27 AM GMT+00:00,10280094712,"Order
",407-4999049-3821937,BIG LUFA,"LOOFAH (3 PCS)100% NATURAL RIDGE GOURD FIBER BIG SIZE 8""TO10"" INCH LONG(YOU CAN CUT IT AS PER YOUR REQUARMENT) &#x2022; Use with your favorite liquid",1,amazon.in,"Amazon
",PANIPAT,HARYANA,132103,266.08,0,0,31.92,0,0,0,-10.55,-49.56,-17.7,0,220.19
22-May-2018 5:03:20 AM GMT+00:00,10280094712,"Shipping Services
",403-4896557-1662705,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
22-May-2018 5:03:20 AM GMT+00:00,10280094712,"Shipping Services
",405-7110894-9647534,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
22-May-2018 5:03:20 AM GMT+00:00,10280094712,"Shipping Services
",403-3648876-6068320,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
22-May-2018 5:03:23 AM GMT+00:00,10280094712,"Shipping Services
",405-1626892-5207508,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
22-May-2018 5:03:23 AM GMT+00:00,10280094712,"Shipping Services
",404-1042140-5140312,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
22-May-2018 5:03:59 AM GMT+00:00,10280094712,"Order
",405-1626892-5207508,khanakia-2,LOOFA 100% NATURAL RIDGE GOURD FIBER LOOFAH PACK OF 10 PCS,1,amazon.in,Merchant,navi mumbai,Maharashtra,410210,266.07,58.04,0,38.89,0,0,0,-12.85,0,-5.9,0,344.25
22-May-2018 5:04:00 AM GMT+00:00,10280094712,"Order
",403-3648876-6068320,LOFA4,LOOFAH NATURAL FIBER (PACK OF 10 PCS) 100% NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400020,266.96,58.04,0,39,0,0,0,-12.88,0,-5.9,0,345.22
22-May-2018 5:04:00 AM GMT+00:00,10280094712,"Order
",403-4896557-1662705,LUFA,LOOFA PACK OF 10 PCS 100% NATURAL RIDGE GOURD FIBER LOOFAH,1,amazon.in,Merchant,zirakpur,PUNJAB,140603,266.07,58.04,0,38.89,0,0,0,-12.85,0,-5.9,0,344.25
22-May-2018 5:04:00 AM GMT+00:00,10280094712,"Order
",405-7110894-9647534,DISPMAN1,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,NEW DELHI,DELHI,110048,356.25,58.04,0,49.71,0,0,0,-71.18,0,-5.9,0,386.92
22-May-2018 5:04:03 AM GMT+00:00,10280094712,"Order
",404-1042140-5140312,DISPO009,JEOGA Disposable Panty for Women (Pack of 10 Pcs),1,amazon.in,Merchant,gurgaon,HARYANA,122011,347.32,58.04,0,48.64,0,0,0,-69.64,0,-5.9,0,378.46
22-May-2018 6:13:27 AM GMT+00:00,10280094712,"Order
",404-9915930-3141924,WOOD,"PACK OF 2 GOOD QUALITY Wood Back Scratcher Massager 18"" Long Self-Massage Back Scratcher With Double ball Rolling massage",1,amazon.in,"Amazon
",NEW DELHI,DELHI,110034,266.96,0,0,32.04,0,0,0,-24.7,-46.02,-23.6,0,204.68
22-May-2018 6:43:13 AM GMT+00:00,10280094712,"Order
",405-6351533-0571500,AMANEEM-1,LOOFAH (PACK OF 10 PCS)100%NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,"Amazon
",New Delhi,DELHI,110005,328.57,0,0,39.43,0,0,0,-13.03,-49.56,-17.7,0,287.71
22-May-2018 9:49:17 PM GMT+00:00,10280094712,"Order
",408-3382423-5349951,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",VADODARA,GUJARAT,390001,418.75,44.64,0,55.61,0,0,0,-71.94,-121.34,-17.7,0,308.02
22-May-2018 11:09:30 PM GMT+00:00,10280094712,"Order
",404-4627905-0973121,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",3,amazon.in,"Amazon
",CHANDIGARH,CHANDIGARH,160009,"1,253.58",89.29,-125.37,146.1,0,0,0,-193.85,-237.97,-53.1,0,878.68
23-May-2018 4:50:54 AM GMT+00:00,10280094712,"Shipping Services
",407-7598895-9093913,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
23-May-2018 4:52:00 AM GMT+00:00,10280094712,"Order
",407-7598895-9093913,DISPOQ,"DISPOSABLE PACK OF 10 PCS NON WOVEN GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,F",1,amazon.in,Merchant,PIMPRI CHINCHWAD,MAHARASHTRA,411044,347.32,58.04,0,48.64,0,0,0,-69.64,0,-5.9,0,378.46
23-May-2018 6:53:09 PM GMT+00:00,10280094712,"Order
",402-9584521-3157165,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",NORTH WEST DELHI,DELHI,110009,418.75,0,0,50.25,0,0,0,-71.94,-49.56,-17.7,0,329.8
24-May-2018 1:16:06 AM GMT+00:00,10280094712,"FBA Inventory Fee
",Xi5k8AS578,,FBA Removal Order: Return Fee,,Amazon.in,,,,,0,0,0,0,0,0,0,0,0,0,-11.8,-11.8
24-May-2018 5:52:19 AM GMT+00:00,10280094712,"Shipping Services
",407-1022751-0920332,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
24-May-2018 5:52:22 AM GMT+00:00,10280094712,"Shipping Services
",406-6786417-9904315,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
24-May-2018 5:52:23 AM GMT+00:00,10280094712,"Shipping Services
",407-1414222-1212301,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
24-May-2018 5:53:25 AM GMT+00:00,10280094712,"Order
",406-6786417-9904315,AMA LOOFA-1,LOOFAH NATURAL FIBER (PACK OF 10 PCS) 100% NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,Merchant,"Nerul, Navi mumbai",MAHARASHTRA,400706,266.07,58.04,0,38.89,0,0,0,-12.85,0,-5.9,0,344.25
24-May-2018 5:53:26 AM GMT+00:00,10280094712,"Order
",407-1022751-0920332,DISPMAN1,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,Kharar Mohali,Punjab,140301,356.25,58.04,0,49.71,0,0,0,-71.18,0,-5.9,0,386.92
24-May-2018 5:53:32 AM GMT+00:00,10280094712,"Order
",407-1414222-1212301,AMA LOOFA-1,LOOFAH NATURAL FIBER (PACK OF 10 PCS) 100% NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400011,266.07,58.04,0,38.89,0,0,0,-12.85,0,-5.9,0,344.25
25-May-2018 4:33:04 AM GMT+00:00,10280094712,"FBA Inventory Fee
",,,FBA Inbound Pickup Service,,Amazon.in,,,,,0,0,0,0,0,0,0,0,0,0,-598.12,-598.12
25-May-2018 6:22:38 AM GMT+00:00,10280094712,"Shipping Services
",406-8845671-2170709,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
25-May-2018 6:22:38 AM GMT+00:00,10280094712,"Shipping Services
",405-5515460-8877928,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
25-May-2018 6:23:13 AM GMT+00:00,10280094712,"Order
",405-5515460-8877928,DISPMAN1,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,NEW DELHI,DELHI,110033,355.36,58.04,0,49.6,0,0,0,-71.02,0,-5.9,0,386.08
25-May-2018 6:23:13 AM GMT+00:00,10280094712,"Order
",406-8845671-2170709,LUFA,LOOFA PACK OF 10 PCS 100% NATURAL RIDGE GOURD FIBER LOOFAH,1,amazon.in,Merchant,RAIPUR,CHATTISGARH,492001,266.96,58.04,0,39,0,0,0,-12.88,0,-5.9,0,345.22
25-May-2018 8:21:23 AM GMT+00:00,10297615962,"Transfer
",,,To account ending with: ,,,,,,,0,0,0,0,0,0,0,0,0,0,"-7,941.06","-7,941.06"
26-May-2018 8:55:21 AM GMT+00:00,10297615962,"Order
",405-7555592-8585918,BIG LUFA,"LOOFAH (3 PCS)100% NATURAL RIDGE GOURD FIBER BIG SIZE 8""TO10"" INCH LONG(YOU CAN CUT IT AS PER YOUR REQUARMENT) &#x2022; Use with your favorite liquid",1,amazon.in,"Amazon
",Noida,UTTAR PRADESH,201301,266.96,44.64,0,37.4,0,0,0,-10.58,-94.2,-17.7,0,226.52
26-May-2018 9:07:12 AM GMT+00:00,10297615962,"Shipping Services
",407-7593078-3204320,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
26-May-2018 9:08:04 AM GMT+00:00,10297615962,"Order
",407-7593078-3204320,DISPMAN1,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,2,amazon.in,Merchant,MUMBAI,MAHARASHTRA,400086,710.72,116.08,-71.08,90.68,0,0,0,-129.85,0,-11.8,0,704.75
27-May-2018 4:48:25 AM GMT+00:00,10297615962,"Order
",402-9836458-3961153,AMANEEM-1,LOOFAH (PACK OF 10 PCS)100%NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,"Amazon
",MANGALORE,KARNATAKA,575003,329.46,0,-32.95,35.58,0,0,0,-11.75,-76.7,-17.7,0,225.94
27-May-2018 5:23:09 AM GMT+00:00,10297615962,"Shipping Services
",407-7444193-2919520,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
27-May-2018 5:23:21 AM GMT+00:00,10297615962,"Shipping Services
",402-4234778-3975529,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
27-May-2018 5:23:59 AM GMT+00:00,10297615962,"Order
",407-7444193-2919520,DISPOC,"DISPOSABLE NON WOVEN PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,F",1,amazon.in,Merchant,Nagpur,MAHARASHTRA,440035,346.43,66.96,0,49.61,0,0,0,-71.03,0,-5.9,0,386.07
27-May-2018 5:24:20 AM GMT+00:00,10297615962,"Order
",402-4234778-3975529,LUFABIG,"LOOFAH (3 PCS) 100% NATURAL RIDGE GOURD FIBER BIG SIZE 8"" TO10 INCH LONG(YOU CAN CUT IT AS PER YOUR REQUIREMENT)",2,amazon.in,Merchant,MANGALORE,KARNATAKA,575003,391.08,116.08,-39.1,56.15,0,0,0,-18.55,0,-11.8,0,493.86
27-May-2018 8:57:44 AM GMT+00:00,10297615962,"Shipping Services
",403-3503553-3341953,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
27-May-2018 8:58:30 AM GMT+00:00,10297615962,"Order
",403-3503553-3341953,AMA LOOFA-1,LOOFAH NATURAL FIBER (PACK OF 10 PCS) 100% NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,Merchant,Thane,MAHARASHTRA,400610,266.07,66.96,-26.6,36.78,0,0,0,-12.16,0,-5.9,0,325.15
27-May-2018 10:08:01 PM GMT+00:00,10297615962,"Order
",403-2489329-3469931,BIG LUFA,"LOOFAH (3 PCS)100% NATURAL RIDGE GOURD FIBER BIG SIZE 8""TO10"" INCH LONG(YOU CAN CUT IT AS PER YOUR REQUARMENT) &#x2022; Use with your favorite liquid",1,amazon.in,"Amazon
",Thane,MAHARASHTRA,400610,266.07,22.32,-26.62,31.42,0,0,0,-9.5,-99.02,-17.7,0,166.97
27-May-2018 11:12:56 PM GMT+00:00,10297615962,"Order
",171-3408068-0753905,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",Mumbra,MAHARASHTRA,400612,418.75,44.64,0,55.61,0,0,0,-71.94,-121.34,-17.7,0,308.02
28-May-2018 6:40:05 AM GMT+00:00,10297615962,"Shipping Services
",405-3955114-3765145,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
28-May-2018 6:40:13 AM GMT+00:00,10297615962,"Shipping Services
",407-4012293-4813963,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
28-May-2018 6:40:15 AM GMT+00:00,10297615962,"Shipping Services
",408-4934353-1905159,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
28-May-2018 6:40:18 AM GMT+00:00,10297615962,"Shipping Services
",171-2024575-5021111,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
28-May-2018 6:40:32 AM GMT+00:00,10297615962,"Order
",405-3955114-3765145,AMA LOOFA-1,LOOFAH NATURAL FIBER (PACK OF 10 PCS) 100% NATURAL RIDGE GOURD ORGANIC FIBER,1,amazon.in,Merchant,MYSURU,KARNATAKA,570001,266.07,71.43,0,40.5,0,0,0,-13.38,0,-5.9,0,358.72
28-May-2018 6:40:49 AM GMT+00:00,10297615962,"Order
",407-4012293-4813963,DISPMAN1,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,Guwahati,Assam,781028,356.25,66.96,0,50.79,0,0,0,-72.72,0,-5.9,0,395.38
28-May-2018 6:40:55 AM GMT+00:00,10297615962,"Order
",408-4934353-1905159,DISPMAN1,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,Mumbai,MAHARASHTRA,400033,356.25,71.43,0,51.32,0,0,0,-73.48,0,-5.9,0,399.62
28-May-2018 6:41:25 AM GMT+00:00,10297615962,"Order
",171-2024575-5021111,DISPMAN1,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,AHMEDABAD,GUJARAT,380058,356.25,71.43,0,51.32,0,0,0,-73.48,0,-5.9,0,399.62
28-May-2018 4:38:12 PM GMT+00:00,10297615962,"Order
",406-3051877-2131545,HEAD,"SET OF 2 PCS Head Scalp Massager New Arrival Best Selling Premium Quality Hand Held, Relieves Stress, Removes Muscle Tension & Tiredness, Improves Blo",1,amazon.in,"Amazon
",HYDERABAD,TELANGANA,500008,177.68,44.64,0,26.68,0,0,0,-25.83,-121.34,-17.7,0,84.13
29-May-2018 9:16:52 AM GMT+00:00,10297615962,"Refund
",405-7110894-9647534,DISPMAN1,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,NEW DELHI,DELHI,110048,-356.25,-58.04,0,-49.71,0,0,0,71.18,0,5.9,0,-386.92
29-May-2018 9:16:55 AM GMT+00:00,10297615962,"Refund
",402-5322009-1829113,DISPMEN,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,PALGHAR,Maharashtra,401202,-355.36,-58.04,0,-49.6,0,0,0,71.02,0,5.9,0,-386.08
30-May-2018 5:09:46 AM GMT+00:00,10297615962,"Shipping Services
",171-8711832-2319514,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-53.1,0,-53.1
30-May-2018 5:10:05 AM GMT+00:00,10297615962,"Shipping Services
",403-1853025-9641946,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
30-May-2018 5:10:26 AM GMT+00:00,10297615962,"Order
",171-8711832-2319514,LUFABIG,"LOOFAH (3 PCS) 100% NATURAL RIDGE GOURD FIBER BIG SIZE 8"" TO10 INCH LONG(YOU CAN CUT IT AS PER YOUR REQUIREMENT)",1,amazon.in,Merchant,NEW DELHI,DELHI,110085,221.43,71.43,0,35.14,0,0,0,-11.61,0,-5.9,0,310.49
30-May-2018 5:10:36 AM GMT+00:00,10297615962,"Order
",403-1853025-9641946,LUFABIG,"LOOFAH (3 PCS) 100% NATURAL RIDGE GOURD FIBER BIG SIZE 8"" TO10 INCH LONG(YOU CAN CUT IT AS PER YOUR REQUIREMENT)",1,amazon.in,Merchant,PUNE,MAHARASHTRA,411051,221.43,71.43,0,35.14,0,0,0,-11.61,0,-5.9,0,310.49
30-May-2018 6:21:52 AM GMT+00:00,10297615962,"Adjustment
",,,Non-subscription Fee Adjustment,,,,,,,0,0,0,0,0,0,0,0,0,0,153.4,153.4
30-May-2018 12:32:57 PM GMT+00:00,10297615962,"Order
",171-3638989-0117908,BIG LUFA,"LOOFAH (3 PCS)100% NATURAL RIDGE GOURD FIBER BIG SIZE 8""TO10"" INCH LONG(YOU CAN CUT IT AS PER YOUR REQUARMENT) &#x2022; Use with your favorite liquid",1,amazon.in,"Amazon
",BENGALURU,KARNATAKA,560086,266.07,0,0,31.93,0,0,0,-10.55,-76.7,-17.7,0,193.05
31-May-2018 4:05:35 AM GMT+00:00,10297615962,"Order
",403-4380724-8612332,DISPO51,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,"Amazon
",KOLKATA,WEST BENGAL,700019,417.86,44.64,0,55.5,0,0,0,-71.79,-121.34,-17.7,0,307.17
31-May-2018 6:03:07 AM GMT+00:00,10297615962,"Refund
",407-7598895-9093913,DISPOQ,"DISPOSABLE PACK OF 10 PCS NON WOVEN GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,F",1,amazon.in,Merchant,PIMPRI CHINCHWAD,MAHARASHTRA,411044,-347.32,-58.04,0,-48.64,0,0,0,69.64,0,5.9,0,-378.46
31-May-2018 7:16:20 AM GMT+00:00,10297615962,"Shipping Services
",408-1553153-7129935,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
31-May-2018 7:16:23 AM GMT+00:00,10297615962,"Shipping Services
",406-7426273-4940362,,Easy Ship weight handling fees,,Amazon.in,Merchant,,,,0,0,0,0,0,0,0,0,0,-76.7,0,-76.7
31-May-2018 7:17:05 AM GMT+00:00,10297615962,"Order
",408-1553153-7129935,DISPODF,"PACK OF 10 PCS GOOD QUALITY USE AND THROW DISPOSABLE PANTY PACK OF 10 PCS IN WHITE COLOR FREE SIZE IDEAL FOR TRAVELLING,CAMPING,FITNESS,OLD AGE,HOSPIT",1,amazon.in,Merchant,BANGALORE,KARNATAKA,560027,346.43,71.43,0,50.14,0,0,0,-71.79,0,-5.9,0,390.31
31-May-2018 7:17:05 AM GMT+00:00,10297615962,"Order
",406-7426273-4940362,DISPMEN,JEOGA Pack of 10 PCS Good Quality Men Underwear Brief USE and Through Disposable,1,amazon.in,Merchant,NASHIK,MAHARASHTRA,422013,355.36,71.43,0,51.21,0,0,0,-73.32,0,-5.9,0,398.78
31-May-2018 10:29:15 AM GMT+00:00,10297615962,"Order
",407-8002955-9477111,BIG LUFA,"LOOFAH (3 PCS)100% NATURAL RIDGE GOURD FIBER BIG SIZE 8""TO10"" INCH LONG(YOU CAN CUT IT AS PER YOUR REQUARMENT) &#x2022; Use with your favorite liquid",1,amazon.in,"Amazon
",DELHI,DELHI,110009,266.96,44.64,0,37.4,0,0,0,-10.58,-94.2,-17.7,0,226.52
